% Pose logfile
% 1 	Time (sec)
% 2,3 	X, Y position (m)
% 4 	Heading in radians (m)
% 5 	Tilt angle, if calculated (rad)
1770386329.7742 0.125 -0.000 -0.0162 -3.0805
1770386329.7797 0.126 -0.000 -0.0150 -3.0811
1770386329.7851 0.127 -0.000 -0.0162 -3.0815
1770386329.7895 0.129 -0.000 -0.0150 -3.0815
1770386329.7949 0.130 -0.000 -0.0150 -3.0813
1770386329.7994 0.131 -0.000 -0.0150 -3.0814
1770386329.8049 0.132 -0.000 -0.0139 -3.0819
1770386329.8092 0.134 -0.000 -0.0139 -3.0825
1770386329.8146 0.135 -0.000 -0.0139 -3.0830
1770386329.8200 0.136 -0.000 -0.0139 -3.0834
1770386329.8245 0.137 -0.001 -0.0127 -3.0835
1770386329.8298 0.138 -0.001 -0.0127 -3.0835
1770386329.8342 0.140 -0.001 -0.0127 -3.0838
1770386329.8396 0.141 -0.001 -0.0116 -3.0840
1770386329.8450 0.142 -0.001 -0.0127 -3.0844
1770386329.8495 0.143 -0.001 -0.0116 -3.0845
1770386329.8548 0.144 -0.001 -0.0104 -3.0846
1770386329.8591 0.146 -0.001 -0.0116 -3.0846
1770386329.8647 0.147 -0.001 -0.0104 -3.0846
1770386329.8701 0.148 -0.001 -0.0104 -3.0847
1770386329.8745 0.149 -0.001 -0.0104 -3.0849
1770386329.8799 0.151 -0.001 -0.0104 -3.0848
1770386329.8843 0.152 -0.001 -0.0093 -3.0847
1770386329.8897 0.153 -0.001 -0.0104 -3.0845
1770386329.8941 0.154 -0.001 -0.0093 -3.0844
1770386329.8996 0.156 -0.001 -0.0093 -3.0846
1770386329.9049 0.156 -0.001 -0.0093 -3.0847
1770386329.9093 0.158 -0.001 -0.0093 -3.0848
1770386329.9147 0.159 -0.001 -0.0081 -3.0846
1770386329.9190 0.160 -0.001 -0.0093 -3.0848
1770386329.9244 0.161 -0.001 -0.0093 -3.0849
1770386329.9299 0.163 -0.001 -0.0081 -3.0850
1770386329.9343 0.164 -0.001 -0.0093 -3.0852
1770386329.9397 0.165 -0.001 -0.0081 -3.0853
1770386329.9442 0.166 -0.001 -0.0081 -3.0853
1770386329.9496 0.168 -0.001 -0.0081 -3.0854
1770386329.9540 0.169 -0.001 -0.0081 -3.0854
1770386329.9595 0.170 -0.001 -0.0069 -3.0854
1770386329.9650 0.171 -0.001 -0.0081 -3.0855
1770386329.9694 0.173 -0.001 -0.0081 -3.0855
1770386329.9748 0.174 -0.001 -0.0069 -3.0856
1770386329.9791 0.175 -0.001 -0.0081 -3.0855
1770386329.9846 0.176 -0.001 -0.0069 -3.0855
1770386329.9900 0.178 -0.001 -0.0069 -3.0857
1770386329.9945 0.179 -0.001 -0.0069 -3.0858
1770386329.9999 0.180 -0.001 -0.0069 -3.0862
1770386330.0043 0.181 -0.001 -0.0069 -3.0864
1770386330.0097 0.183 -0.001 -0.0058 -3.0864
1770386330.0140 0.184 -0.001 -0.0058 -3.0865
1770386330.0195 0.185 -0.001 -0.0058 -3.0867
1770386330.0249 0.186 -0.001 -0.0058 -3.0868
1770386330.0293 0.188 -0.001 -0.0046 -3.0871
1770386330.0347 0.189 -0.001 -0.0046 -3.0874
1770386330.0391 0.190 -0.001 -0.0058 -3.0877
1770386330.0446 0.191 -0.001 -0.0058 -3.0878
1770386330.0500 0.193 -0.001 -0.0046 -3.0879
1770386330.0544 0.194 -0.001 -0.0046 -3.0880
1770386330.0599 0.195 -0.001 -0.0046 -3.0880
1770386330.0644 0.196 -0.001 -0.0046 -3.0882
1770386330.0697 0.197 -0.001 -0.0035 -3.0886
1770386330.0751 0.199 -0.001 -0.0035 -3.0886
1770386330.0796 0.200 -0.001 -0.0035 -3.0889
1770386330.0850 0.201 -0.001 -0.0023 -3.0889
1770386330.0895 0.203 -0.001 -0.0035 -3.0888
1770386330.0949 0.203 -0.001 -0.0023 -3.0886
1770386330.0993 0.205 -0.001 -0.0023 -3.0886
1770386330.1048 0.206 -0.001 -0.0012 -3.0886
1770386330.1091 0.208 -0.001 -0.0012 -3.0886
1770386330.1147 0.209 -0.001 -0.0012 -3.0888
1770386330.1200 0.210 -0.001 -0.0012 -3.0885
1770386330.1245 0.211 -0.001 -0.0012 -3.0882
1770386330.1299 0.213 -0.001 -0.0000 -3.0876
1770386330.1342 0.214 -0.001 -0.0000 -3.0875
1770386330.1398 0.215 -0.001 -0.0000 -3.0875
1770386330.1443 0.216 -0.001 0.0012 -3.0878
1770386330.1498 0.218 -0.001 -0.0000 -3.0882
1770386330.1542 0.219 -0.001 -0.0000 -3.0884
1770386330.1596 0.220 -0.001 -0.0000 -3.0886
1770386330.1650 0.221 -0.001 -0.0000 -3.0887
1770386330.1693 0.223 -0.001 0.0012 -3.0887
1770386330.1748 0.224 -0.001 0.0012 -3.0887
1770386330.1791 0.225 -0.001 0.0012 -3.0891
1770386330.1847 0.226 -0.001 0.0012 -3.0892
1770386330.1900 0.228 -0.001 0.0012 -3.0895
1770386330.1944 0.229 -0.001 0.0012 -3.0896
1770386330.2000 0.230 -0.001 0.0023 -3.0897
1770386330.2042 0.231 -0.001 0.0012 -3.0896
1770386330.2097 0.233 -0.001 0.0012 -3.0895
1770386330.2151 0.234 -0.001 0.0023 -3.0896
1770386330.2194 0.235 -0.001 0.0023 -3.0897
1770386330.2250 0.236 -0.001 0.0023 -3.0897
1770386330.2292 0.238 -0.001 0.0012 -3.0898
1770386330.2347 0.239 -0.001 0.0023 -3.0896
1770386330.2391 0.240 -0.001 0.0023 -3.0895
1770386330.2445 0.242 -0.001 0.0023 -3.0896
1770386330.2500 0.243 -0.001 0.0023 -3.0899
1770386330.2543 0.244 -0.001 0.0023 -3.0900
1770386330.2598 0.246 -0.001 0.0023 -3.0903
1770386330.2642 0.247 -0.001 0.0023 -3.0903
1770386330.2696 0.248 -0.001 0.0023 -3.0901
1770386330.2750 0.249 -0.001 0.0023 -3.0901
1770386330.2793 0.251 -0.001 0.0023 -3.0903
1770386330.2848 0.251 -0.001 0.0035 -3.0907
1770386330.2891 0.253 -0.001 0.0023 -3.0913
1770386330.2946 0.254 -0.001 0.0023 -3.0916
1770386330.3001 0.255 -0.001 0.0035 -3.0915
1770386330.3045 0.256 -0.001 0.0023 -3.0914
1770386330.3098 0.258 -0.001 0.0023 -3.0915
1770386330.3142 0.259 -0.001 0.0035 -3.0915
1770386330.3197 0.261 -0.001 0.0035 -3.0915
1770386330.3241 0.261 -0.001 0.0023 -3.0916
1770386330.3295 0.263 -0.001 0.0035 -3.0916
1770386330.3349 0.264 -0.001 0.0035 -3.0915
1770386330.3393 0.265 -0.001 0.0023 -3.0914
1770386330.3450 0.267 -0.001 0.0035 -3.0915
1770386330.3493 0.268 -0.001 0.0035 -3.0916
1770386330.3549 0.270 -0.001 0.0035 -3.0916
1770386330.3593 0.271 -0.001 0.0023 -3.0917
1770386330.3648 0.272 -0.001 0.0035 -3.0917
1770386330.3701 0.273 -0.001 0.0035 -3.0917
1770386330.3745 0.274 -0.001 0.0023 -3.0918
1770386330.3799 0.275 -0.001 0.0035 -3.0918
1770386330.3853 0.277 -0.001 0.0035 -3.0917
1770386330.3898 0.278 -0.001 0.0046 -3.0918
1770386330.3952 0.279 -0.001 0.0035 -3.0918
1770386330.3997 0.280 -0.001 0.0035 -3.0917
1770386330.4051 0.282 -0.001 0.0035 -3.0916
1770386330.4105 0.283 -0.001 0.0035 -3.0915
1770386330.4150 0.284 -0.001 0.0035 -3.0914
1770386330.4203 0.286 -0.001 0.0035 -3.0915
1770386330.4248 0.287 -0.001 0.0035 -3.0918
1770386330.4301 0.288 -0.001 0.0035 -3.0920
1770386330.4355 0.290 -0.001 0.0035 -3.0924
1770386330.4400 0.290 -0.001 0.0023 -3.0924
1770386330.4453 0.292 -0.001 0.0035 -3.0925
1770386330.4498 0.293 -0.001 0.0035 -3.0925
1770386330.4553 0.294 -0.001 0.0046 -3.0926
1770386330.4607 0.295 -0.001 0.0035 -3.0928
1770386330.4651 0.297 -0.001 0.0035 -3.0931
1770386330.4704 0.298 -0.001 0.0035 -3.0933
1770386330.4748 0.299 -0.001 0.0023 -3.0934
1770386330.4802 0.300 -0.001 0.0035 -3.0933
1770386330.4857 0.302 -0.001 0.0035 -3.0931
1770386330.4901 0.303 -0.001 0.0046 -3.0932
1770386330.4955 0.304 -0.001 0.0035 -3.0932
1770386330.4999 0.305 -0.001 0.0035 -3.0935
1770386330.5053 0.307 -0.001 0.0035 -3.0940
1770386330.5107 0.308 -0.001 0.0023 -3.0942
1770386330.5150 0.309 -0.001 0.0035 -3.0942
1770386330.5205 0.311 -0.001 0.0035 -3.0941
1770386330.5249 0.312 -0.001 0.0046 -3.0941
1770386330.5302 0.313 -0.001 0.0035 -3.0942
1770386330.5358 0.315 -0.001 0.0035 -3.0943
1770386330.5401 0.315 -0.001 0.0046 -3.0944
1770386330.5457 0.317 -0.001 0.0035 -3.0946
1770386330.5500 0.318 -0.001 0.0035 -3.0944
1770386330.5555 0.319 -0.001 0.0046 -3.0943
1770386330.5600 0.321 -0.001 0.0046 -3.0942
1770386330.5654 0.322 -0.001 0.0035 -3.0941
1770386330.5698 0.323 -0.001 0.0035 -3.0942
1770386330.5752 0.324 -0.001 0.0046 -3.0945
1770386330.5806 0.326 -0.001 0.0046 -3.0948
1770386330.5850 0.327 -0.001 0.0035 -3.0950
1770386330.5904 0.328 -0.001 0.0046 -3.0950
1770386330.5949 0.330 -0.001 0.0046 -3.0950
1770386330.6003 0.331 -0.001 0.0046 -3.0950
1770386330.6057 0.332 -0.001 0.0046 -3.0951
1770386330.6101 0.333 -0.001 0.0046 -3.0953
1770386330.6155 0.335 -0.001 0.0046 -3.0955
1770386330.6199 0.336 -0.001 0.0046 -3.0955
1770386330.6253 0.337 -0.001 0.0046 -3.0952
1770386330.6307 0.338 -0.001 0.0046 -3.0951
1770386330.6352 0.340 -0.001 0.0058 -3.0951
1770386330.6406 0.341 -0.001 0.0058 -3.0954
1770386330.6449 0.342 -0.001 0.0058 -3.0956
1770386330.6504 0.343 -0.001 0.0046 -3.0959
1770386330.6549 0.345 -0.001 0.0058 -3.0959
1770386330.6603 0.346 -0.001 0.0058 -3.0957
1770386330.6658 0.347 -0.001 0.0058 -3.0957
1770386330.6700 0.348 -0.001 0.0058 -3.0956
1770386330.6754 0.350 -0.001 0.0058 -3.0957
1770386330.6798 0.351 -0.001 0.0069 -3.0958
1770386330.6852 0.352 -0.001 0.0069 -3.0963
1770386330.6907 0.353 -0.001 0.0058 -3.0963
1770386330.6951 0.355 -0.001 0.0058 -3.0964
1770386330.7005 0.356 -0.001 0.0069 -3.0964
1770386330.7049 0.357 -0.001 0.0058 -3.0962
1770386330.7103 0.358 -0.001 0.0069 -3.0962
1770386330.7147 0.360 -0.001 0.0069 -3.0962
1770386330.7202 0.361 -0.001 0.0069 -3.0964
1770386330.7256 0.362 -0.001 0.0069 -3.0967
1770386330.7299 0.363 -0.001 0.0069 -3.0969
1770386330.7354 0.365 -0.001 0.0069 -3.0969
1770386330.7398 0.365 -0.000 0.0069 -3.0968
1770386330.7453 0.367 -0.000 0.0069 -3.0969
1770386330.7507 0.368 -0.000 0.0069 -3.0970
1770386330.7552 0.370 -0.000 0.0081 -3.0973
1770386330.7607 0.371 -0.000 0.0069 -3.0974
1770386330.7650 0.372 -0.000 0.0069 -3.0976
1770386330.7704 0.373 -0.000 0.0081 -3.0976
1770386330.7749 0.375 -0.000 0.0069 -3.0980
1770386330.7802 0.375 -0.000 0.0081 -3.0983
1770386330.7847 0.377 -0.000 0.0081 -3.0987
1770386330.7901 0.378 -0.000 0.0081 -3.0988
1770386330.7955 0.379 -0.000 0.0081 -3.0991
1770386330.7999 0.380 -0.000 0.0081 -3.0990
1770386330.8053 0.382 -0.000 0.0081 -3.0991
1770386330.8098 0.383 -0.000 0.0081 -3.0992
1770386330.8152 0.384 -0.000 0.0081 -3.0992
1770386330.8207 0.385 -0.000 0.0093 -3.0991
1770386330.8250 0.387 -0.000 0.0093 -3.0990
1770386330.8303 0.388 -0.000 0.0081 -3.0990
1770386330.8349 0.389 -0.000 0.0093 -3.0990
1770386330.8403 0.390 -0.000 0.0093 -3.0991
1770386330.8457 0.392 -0.000 0.0081 -3.0990
1770386330.8501 0.393 -0.000 0.0093 -3.0991
1770386330.8557 0.394 -0.000 0.0093 -3.0991
1770386330.8601 0.395 -0.000 0.0081 -3.0990
1770386330.8656 0.397 -0.000 0.0093 -3.0991
1770386330.8700 0.398 -0.000 0.0093 -3.0991
1770386330.8755 0.399 -0.000 0.0081 -3.0991
1770386330.8799 0.400 -0.000 0.0093 -3.0991
1770386330.8855 0.402 -0.000 0.0093 -3.0990
1770386330.8899 0.403 -0.000 0.0093 -3.0988
1770386330.8955 0.404 -0.000 0.0093 -3.0987
1770386330.8999 0.405 -0.000 0.0093 -3.0987
1770386330.9056 0.407 -0.000 0.0081 -3.0988
1770386330.9099 0.408 -0.000 0.0093 -3.0990
1770386330.9154 0.409 -0.000 0.0093 -3.0989
1770386330.9199 0.410 -0.000 0.0093 -3.0989
1770386330.9253 0.412 -0.000 0.0081 -3.0988
1770386330.9307 0.413 -0.000 0.0093 -3.0988
1770386330.9351 0.414 -0.000 0.0093 -3.0986
1770386330.9406 0.415 -0.000 0.0081 -3.0987
1770386330.9450 0.417 -0.000 0.0093 -3.0992
1770386330.9505 0.418 -0.000 0.0093 -3.0993
1770386330.9550 0.419 -0.000 0.0093 -3.0993
1770386330.9604 0.421 -0.000 0.0093 -3.0993
1770386330.9648 0.422 -0.000 0.0093 -3.0995
1770386330.9702 0.423 -0.000 0.0093 -3.0998
1770386330.9756 0.425 0.000 0.0093 -3.0997
1770386330.9810 0.426 0.000 0.0081 -3.0992
1770386330.9855 0.427 0.000 0.0093 -3.0989
1770386330.9909 0.428 0.000 0.0081 -3.0988
1770386330.9953 0.429 0.000 0.0081 -3.0991
1770386331.0008 0.431 0.000 0.0081 -3.0996
1770386331.0051 0.432 0.000 0.0081 -3.0997
1770386331.0105 0.433 0.000 0.0081 -3.0998
1770386331.0150 0.434 0.000 0.0081 -3.0997
1770386331.0204 0.436 0.000 0.0081 -3.0996
1770386331.0259 0.437 0.000 0.0093 -3.0997
1770386331.0302 0.438 0.000 0.0081 -3.0999
1770386331.0356 0.440 0.000 0.0081 -3.1000
1770386331.0400 0.441 0.000 0.0081 -3.1003
1770386331.0454 0.442 0.000 0.0093 -3.1005
1770386331.0500 0.444 0.000 0.0081 -3.1007
1770386331.0554 0.445 0.000 0.0081 -3.1007
1770386331.0609 0.446 0.000 0.0081 -3.1007
1770386331.0663 0.447 0.000 0.0093 -3.1006
1770386331.0706 0.449 0.000 0.0081 -3.1008
1770386331.0761 0.450 0.000 0.0081 -3.1008
1770386331.0815 0.451 0.000 0.0093 -3.1011
1770386331.0860 0.452 0.000 0.0081 -3.1011
1770386331.0914 0.454 0.000 0.0081 -3.1010
1770386331.0958 0.455 0.000 0.0093 -3.1008
1770386331.1012 0.456 0.000 0.0081 -3.1008
1770386331.1055 0.457 0.000 0.0081 -3.1008
1770386331.1110 0.458 0.000 0.0081 -3.1008
1770386331.1165 0.459 0.000 0.0081 -3.1009
1770386331.1209 0.461 0.000 0.0093 -3.1010
1770386331.1263 0.462 0.000 0.0081 -3.1009
1770386331.1306 0.463 0.000 0.0081 -3.1010
1770386331.1362 0.465 0.000 0.0081 -3.1009
1770386331.1405 0.466 0.000 0.0081 -3.1009
1770386331.1461 0.467 0.000 0.0081 -3.1012
1770386331.1516 0.469 0.000 0.0081 -3.1016
1770386331.1560 0.469 0.000 0.0093 -3.1019
1770386331.1614 0.471 0.000 0.0081 -3.1020
1770386331.1657 0.472 0.000 0.0081 -3.1018
1770386331.1712 0.473 0.000 0.0093 -3.1017
1770386331.1756 0.474 0.000 0.0081 -3.1016
1770386331.1810 0.476 0.000 0.0093 -3.1019
1770386331.1855 0.477 0.000 0.0093 -3.1021
1770386331.1908 0.478 0.000 0.0081 -3.1023
1770386331.1963 0.479 0.000 0.0081 -3.1023
1770386331.2007 0.481 0.000 0.0081 -3.1021
1770386331.2062 0.482 0.000 0.0081 -3.1019
1770386331.2106 0.483 0.001 0.0093 -3.1018
1770386331.2161 0.484 0.001 0.0093 -3.1020
1770386331.2214 0.486 0.001 0.0081 -3.1021
1770386331.2258 0.487 0.001 0.0081 -3.1023
1770386331.2312 0.488 0.001 0.0081 -3.1022
1770386331.2356 0.489 0.001 0.0081 -3.1022
1770386331.2411 0.491 0.001 0.0081 -3.1021
1770386331.2465 0.492 0.001 0.0093 -3.1020
1770386331.2509 0.493 0.001 0.0093 -3.1020
1770386331.2564 0.494 0.001 0.0081 -3.1021
1770386331.2608 0.496 0.001 0.0093 -3.1024
1770386331.2663 0.497 0.001 0.0093 -3.1026
1770386331.2705 0.498 0.001 0.0093 -3.1029
1770386331.2760 0.499 0.001 0.0093 -3.1031
1770386331.2815 0.501 0.001 0.0093 -3.1033
1770386331.2858 0.502 0.001 0.0093 -3.1033
1770386331.2913 0.503 0.001 0.0104 -3.1035
1770386331.2957 0.504 0.001 0.0093 -3.1035
1770386331.3011 0.506 0.001 0.0104 -3.1036
1770386331.3065 0.507 0.001 0.0104 -3.1036
1770386331.3108 0.508 0.001 0.0093 -3.1036
1770386331.3164 0.509 0.001 0.0093 -3.1034
1770386331.3207 0.511 0.001 0.0104 -3.1034
1770386331.3262 0.512 0.001 0.0093 -3.1033
1770386331.3315 0.513 0.001 0.0093 -3.1032
1770386331.3361 0.514 0.001 0.0093 -3.1034
